epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
261,10971.9,0.74428,0.31636,0.00391,0.97567,0.96224,0.98414,0.7169,1.06147,0.30649,0.00801,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
262,11013.9,0.74656,0.31346,0.00389,0.97811,0.96286,0.98416,0.71768,1.06218,0.30492,0.00801,0.0222483,0.0074161,0.0222483,0.0074161,0.0222483,0.0074161,0.0222483,0.0074161
263,11055.8,0.73996,0.31925,0.00387,0.97204,0.96401,0.98419,0.71693,1.06255,0.30633,0.00801,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062
264,11097.7,0.72254,0.30313,0.00384,0.97633,0.96205,0.98434,0.7181,1.06151,0.30352,0.008,0.0221889,0.0073963,0.0221889,0.0073963,0.0221889,0.0073963,0.0221889,0.0073963
265,11139.5,0.73436,0.31206,0.00388,0.97612,0.96284,0.98455,0.71835,1.0623,0.30228,0.00801,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864
266,11181.5,0.73099,0.31248,0.00383,0.97954,0.96161,0.98544,0.7182,1.06365,0.30289,0.00801,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
267,11223.3,0.73263,0.31552,0.00388,0.97002,0.96303,0.98523,0.7175,1.06422,0.3042,0.00802,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666
268,11265.2,0.72561,0.31478,0.00382,0.97647,0.96275,0.98533,0.71777,1.06461,0.30354,0.00801,0.0220701,0.0073567,0.0220701,0.0073567,0.0220701,0.0073567,0.0220701,0.0073567
269,11307.1,0.72491,0.30773,0.00383,0.96931,0.96982,0.98542,0.71797,1.06548,0.30325,0.00802,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468
270,11349.3,0.7382,0.31404,0.00386,0.96815,0.96838,0.98526,0.71763,1.06759,0.30537,0.00803,0.0220107,0.0073369,0.0220107,0.0073369,0.0220107,0.0073369,0.0220107,0.0073369
271,11391.1,0.73918,0.31922,0.00392,0.97039,0.96185,0.98495,0.71725,1.06742,0.30685,0.00801,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
272,11433.1,0.73332,0.31568,0.00389,0.97008,0.96087,0.98502,0.7165,1.06749,0.3074,0.008,0.0219513,0.0073171,0.0219513,0.0073171,0.0219513,0.0073171,0.0219513,0.0073171
273,11474.9,0.72643,0.31441,0.00384,0.96407,0.96933,0.98477,0.71595,1.06693,0.30738,0.008,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072
